oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
TECNO,Camon 12 Pro,2019,2019,158.6 x 75.5 x 7.8 mm (6.24 x 2.97 x 0.31 in),161.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.35,"720 x 1600 pixels, 20:9 ratio (~276 ppi density)","Fingerprint (under display, optical), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Camon 12,2019,2019,166 x 75.8 x 8.2 mm (6.54 x 2.98 x 0.32 in),7.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Pouvoir 3 Air,2019,2019,163 x 78.2 x 9.3 mm (6.42 x 3.08 x 0.37 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.0,"480 x 960 pixels, 18:9 ratio (~179 ppi density)","Fingerprint (rear-mounted), accelerometer",Android 9.0 Pie (Go edition)
TECNO,Pouvoir 3 Plus,2019,2019,159 x 76 x 9.2 mm (6.26 x 2.99 x 0.36 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.35,720 x 1548 pixels (~269 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
TECNO,Pouvoir 3,2019,2019,157.6 x 76.7 x 8.5 mm (6.20 x 3.02 x 0.33 in),168.0,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,720 x 1500 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 8.1 (Oreo)
TECNO,Spark 3,2019,2019,155.3 x 75.8 x 8.2 mm (6.11 x 2.98 x 0.32 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,720 x 1500 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Spark 3 Pro,2019,2019,154.3 x 75.5 x 7.9 mm (6.07 x 2.97 x 0.31 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,720 x 1500 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Spark Go,2019,2019,156.1 x 75 x 9.2 mm (6.15 x 2.95 x 0.36 in),174.0,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors",6.1,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Pop 2 F,2019,2019,149.8 x 72.8 x 9.4 mm (5.90 x 2.87 x 0.37 in),155.0,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.45,"480 x 960 pixels, 18:9 ratio (~197 ppi density)","Fingerprint (rear-mounted), accelerometer",Android 8.1 Oreo (Go edition)
TECNO,Pop 2 Plus,2019,2019,161.7 x 78.9 x 9.6 mm (6.37 x 3.11 x 0.38 in),205.0,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.0,"480 x 960 pixels, 18:9 ratio (~179 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 8.1 Oreo (Go edition)
TECNO,Phantom 9,2019,2019,158.5 x 75.3 x 7.9 mm (6.24 x 2.96 x 0.31 in),4.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Tel.Me.,T918,2003,Discontinued,111 x 50 x 20.5 mm (4.37 x 1.97 x 0.81 in),125.0,Mini-SIM,"CSTN touchscreen, 65K colors",,128 x 160 pixels,V1,
Tel.Me.,T919i,2003,Discontinued,126 x 56 x 24 mm (4.96 x 2.20 x 0.94 in),134.0,Mini-SIM,"CSTN resistive touchscreen, 32K colors",,"128 x 256 pixels, 18:9 ratio",V1,
Tel.Me.,T919,2003,Discontinued,126 x 56 x 24 mm (4.96 x 2.20 x 0.94 in),115.0,Mini-SIM,"CSTN resistive touchscreen, 32K colors",,"256 x 128 pixels, 18:9 ratio",V1,
Tel.Me.,T909c,,Discontinued,129 x 44 x 18 mm (5.08 x 1.73 x 0.71 in),80.0,Mini-SIM,Monochrome graphic,,"112 x 64 pixels, 16:9 ratio",V1,
Telit,C1000,2005,Discontinued,86 x 48 x 15.6 mm (3.39 x 1.89 x 0.61 in),5.0,Mini-SIM,"TFT resistive touchscreen, 256K colors",,128 x 160 pixels,V1,
Telit,T91,2004,Discontinued,85 x 43.5 x 21.9 mm (3.35 x 1.71 x 0.86 in),85.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Telit,T90,2004,Discontinued,85 x 43.5 x 21.9 mm (3.35 x 1.71 x 0.86 in),85.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Telit,NEO,2004,Discontinued,99 x 44 x 18 mm (3.90 x 1.73 x 0.71 in),65.0,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Telit,G83,2003,Discontinued,108 x 45 x 20 mm (4.25 x 1.77 x 0.79 in),90.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Telit,G80,2002,Discontinued,105 x 60 x 23 mm (4.13 x 2.36 x 0.91 in),96.0,Mini-SIM,"CSTN, 65K colors",,"160 x 120 pixels, 4:3 ratio","Barometer, altimeter",
Telit,G82,2002,Discontinued,114 x 53 x 27 mm (4.49 x 2.09 x 1.06 in),90.0,Mini-SIM,"CSTN, 4096 colors",,"128 x 96 pixels, 4:3 ratio",V1,
Telit,G40,2003,Discontinued,105 x 46 x 18.5 mm (4.13 x 1.81 x 0.73 in),75.0,Mini-SIM,Monochrome graphic,,101 x 80 pixels,V1,
Telit,GM 882,2002,Discontinued,107 x 54 x 22 mm (4.21 x 2.13 x 0.87 in),100.0,Mini-SIM,Monochrome graphic,,"132 x 65 pixels, 18.5:9 ratio",V1,
Telit,GM 810,1999,Discontinued,117 x 51 x 18 mm (4.61 x 2.01 x 0.71 in),105.0,Mini-SIM,Monochrome graphic,,4 lines,V1,
Telit,Estremo,1999,Discontinued,134 x 53 x 24 mm (5.28 x 2.09 x 0.94 in),176.0,Mini-SIM,Monochrome graphic,,4 lines,V1,
Telit,GM 710,1999,Discontinued,117 x 51 x 18 mm (4.61 x 2.01 x 0.71 in),105.0,Mini-SIM,Monochrome graphic,,4 lines,V1,
Ulefone,Note 8P,2020,2020,141.7 x 66.5 x 12 mm (5.58 x 2.62 x 0.47 in),153.0,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"442 x 960 pixels, 19.5:9 ratio (~192 ppi density)",Accelerometer,Android 10 (Go edition)
Ulefone,Armor X7 Pro,2020,2020,150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in),234.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.0,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Ulefone,Armor 7E,2020,2020,165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in),290.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, heart rate, baroceptor, coulombmeter",Android 9.0 (Pie)
Ulefone,Armor X7,2020,2020,150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in),234.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.0,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Ulefone,Armor 7,2019,2019,165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in),290.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, heart rate, baroceptor, coulombmeter",Android 9.0 (Pie)
Ulefone,Armor X6,2019,2019,150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in),8.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.0,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Ulefone,Armor 6S,2019,2019,166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in),270.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, baroceptor, uv sensor",Android 9.0 (Pie)
Ulefone,Armor 3W,2019,2019,164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in),365.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.7,"1080 x 2160 pixels, 18:9 ratio (~424 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, coulombmeter",Android 9.0 (Pie)
Ulefone,Armor 3WT,2019,2019,164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in),7.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.7,"1080 x 2160 pixels, 18:9 ratio (~424 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, coulombmeter",Android 9.0 (Pie)
Ulefone,Armor X5,2019,2019,150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in),8.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Ulefone,T2,2019,2019,167.6 x 80.3 x 8.7 mm (6.60 x 3.16 x 0.34 in),2.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.7,"1080 x 2280 pixels, 19:9 ratio (~377 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Ulefone,Armor X3,2019,2019,158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in),235.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Ulefone,Armor 5S,2019,2019,158.3 x 76 x 12.6 mm (6.23 x 2.99 x 0.50 in),228.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.85,"720 x 1512 pixels, 19:9 ratio (~286 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, coulombmeter",Android 9.0 (Pie)
Ulefone,Armor 6E,2019,2019,166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in),5.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, baroceptor, uv sensor",Android 9.0 (Pie)
Ulefone,Note 7P,2019,2019,156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),8.0,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,600 x 1280 pixels (~232 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Ulefone,S11,2019,2019,156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),5.0,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,600 x 1280 pixels (~232 ppi density),"Accelerometer, proximity",Android 8.1 Oreo (Go edition)
Ulefone,Note 7,2019,2019,156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),5.0,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,600 x 1280 pixels (~232 ppi density),"Accelerometer, proximity",Android 8.1 Oreo (Go edition)
Ulefone,Armor X2,2018,2018,163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in),256.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)","Fingerprint (side-mounted), accelerometer, proximity",Android 8.1 (Oreo)
Ulefone,S1,2018,2018,148.6 x 70.7 x 9.6 mm (5.85 x 2.78 x 0.38 in),183.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"480 x 960 pixels, 18:9 ratio (~195 ppi density)","Accelerometer, proximity",Android 8.1 Oreo (Go edition)
Ulefone,Armor X,2018,2018,163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in),256.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 8.1 (Oreo)
Ulefone,Armor 2,2017,2017,159 x 78.3 x 14.5 mm (6.26 x 3.08 x 0.57 in),270.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.0,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Fingerprint (front-mounted), accelerometer, proximity, gyro, compass, barometer",Android 7.0 (Nougat)
Ulefone,T2 Pro,2018,Cancelled,165.9 x 78.3 x 7.7 mm (6.53 x 3.08 x 0.30 in),159.0,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.7,"1080 x 2258 pixels, 19:9 ratio (~374 ppi density)","Accelerometer, gyro, proximity, compass",Android 8.1 (Oreo)
Unnecto,Quattro Z,2014,Discontinued,125.5 x 65 x 9.4 mm (4.94 x 2.56 x 0.37 in),110.0,Dual SIM (dual stand-by),IPS LCD capacitive touchscreen,4.0,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",V1,Android 4.2.2 (Jelly Bean)
Unnecto,Drone Z,2014,Discontinued,116 x 61 x 11.5 mm (4.57 x 2.40 x 0.45 in),100.0,Dual SIM (dual stand-by),Capacitive touchscreen,3.5,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",V1,Android 4.2.2 (Jelly Bean)
Unnecto,Drone,2012,Discontinued,102.6 x 56.4 x 12.4 mm (4.04 x 2.22 x 0.49 in),117.0,Dual SIM (dual stand-by),TFT resistive touchscreen,3.2,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",V1,Android 2.2 (Froyo)
Vertu,Ascent Ti Damascus Steel,2009,Discontinued,"115.5 x 49 x 13.1 mm, 74 cc (4.55 x 1.93 x 0.52 in)",160.0,Mini-SIM,"TFT, 16M colors",2.0,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",V1,
vivo,V19 Neo,2020,2020,159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),176.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,Z5x (2020),2020,2020,162.4 x 77.3 x 8.9 mm (6.39 x 3.04 x 0.35 in),1.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,X50 Pro+,2020,2020,158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.56,1080 x 2376 pixels (~398 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Android 10
vivo,X50 Pro,2020,2020,158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.56,1080 x 2376 pixels (~398 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Android 10
vivo,Y70s,2020,2020,162 x 76.6 x 8.5 mm (6.38 x 3.02 x 0.33 in),190.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
vivo,iQOO Z1,2020,2020,164 x 75.6 x 8.9 mm (6.46 x 2.98 x 0.35 in),195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2408 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
vivo,X50 Lite,2020,2020,159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),2.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.38,"1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
vivo,Y30,2020,2020,162 x 76.5 x 9.1 mm (6.38 x 3.01 x 0.36 in),197.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.47,"720 x 1560 pixels, 19.5:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
vivo,iQOO Neo3 5G,2020,2020,163.7 x 75.6 x 8.9 mm (6.44 x 2.98 x 0.35 in),1.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2408 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
vivo,Y50,2020,2020,162 x 76.5 x 9.1 mm (6.38 x 3.01 x 0.36 in),197.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2400 pixels, 20:9 ratio (~403 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
vivo,V19,2020,2020,159.6 x 75 x 8.5 mm (6.28 x 2.95 x 0.33 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
vivo,S6 5G,2020,2020,161.2 x 74.7 x 8.7 mm (6.35 x 2.94 x 0.34 in),181.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
vivo,NEX 3S 5G,2020,2020,167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.89,1080 x 2256 pixels (~363 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
vivo,V19 (Indonesia),2020,2020,159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),176.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
vivo,Z6 5G,2020,2020,164 x 75.1 x 9.2 mm (6.46 x 2.96 x 0.36 in),201.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
vivo,iQOO 3 5G,2020,2020,158.5 x 74.9 x 9.2 mm (6.24 x 2.95 x 0.36 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
vivo,X30 Pro,2019,2019,158.5 x 74.1 x 8.8 mm (6.24 x 2.92 x 0.35 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,X30,2019,2019,158.5 x 74.1 x 8.8 mm (6.24 x 2.92 x 0.35 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,V17,2019,2019,159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),176.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,iQOO Neo 855 Racing,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.38,"1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,Z5i,2019,2019,162.2 x 76.5 x 8.9 mm (6.39 x 3.01 x 0.35 in),193.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
vivo,V17 (Russia),2019,2019,159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),7.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.38,"1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,S1 Pro,2019,2019,159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),7.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.38,"1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,Y3 Standard,2019,2019,159.4 x 76.7 x 8.9 mm (6.28 x 3.02 x 0.35 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.35,720 x 1544 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
vivo,Y19,2019,2019,162.2 x 76.5 x 8.9 mm (6.39 x 3.01 x 0.35 in),193.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
vivo,iQOO Neo 855,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.38,"1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,Y11 (2019),2019,2019,159.4 x 76.8 x 8.9 mm (6.28 x 3.02 x 0.35 in),5.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.35,720 x 1544 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
vivo,Y3 (4GB+64GB),2019,2019,159.4 x 76.7 x 8.9 mm (6.28 x 3.02 x 0.35 in),190.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.35,720 x 1544 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
vivo,Y3,2019,2019,159.4 x 76.7 x 8.9 mm (6.28 x 3.02 x 0.35 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.35,720 x 1544 pixels (~268 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
vivo,NEX 3 5G,2019,2019,167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.89,1080 x 2256 pixels (~363 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,V17 Pro,2019,2019,159 x 74.7 x 9.8 mm (6.26 x 2.94 x 0.39 in),8.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,NEX 3,2019,2019,167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),3.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.89,1080 x 2256 pixels (~363 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
vivo,Z1x,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),6.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.38,"1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 9.0 (Pie)
